Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳的MBTI？（選填）
pLVqJV,W8Kjpv,2023-10-19 05:55:30,我同意我的回答做為研究和設計使用,True,貓,國立成功大學 National Cheng Kung University (NCKU),,學士,中文,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,4,沒有,4,2,2,2,沒有,,3,5,4,5,4,有,普普通通,股市基金。年化回報 5-15%,2,4,4,2,4,4,2,4,"助手, 幫手, 教練, 夥伴, 朋友, 導師, 老師",,4,詢問問題,4,4,4,4,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,地球暖化危機,4,3,"走路, 腳踏車, 摩托車",0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）",True,True,False,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,3,3,4,4,支持購買環保商品,
VZ872J,N7bRxb,2023-10-19 06:04:12,我同意我的回答做為研究和設計使用,True,鴨子,國立成功大學 National Cheng Kung University (NCKU),,學士,台文系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,3,1,3,沒有,5,2,4,2,沒有,,5,5,4,4,4,沒有,沒有投資經驗,股市基金。年化回報 5-15%,3,1,1,1,4,5,1,2,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,1,幫我找我需要的資料,4,5,4,4,"熱帶雨林, 濕地, 草原, 沙漠, 珊瑚礁",2,3,學校,4,2,"摩托車, 機車",2,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,False,False,False,False,True,True,False,False,False,False,False,False,False,,如果免費的話我會用它,2,3,5,4,購買手搖飲時使用環保杯,ISTJ
NA0Nzl,ExZNeq,2023-10-19 06:04:25,我同意我的回答做為研究和設計使用,True,兔子,國立成功大學 National Cheng Kung University (NCKU),,學士,會計系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4,3,4,信任,4,2,4,2,有,不良的來源,3,2,3,3,3,沒有,無,ESG環保投資基金。年化回報 2-7%,4,4,3,2,2,3,2,3,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,3,可以快速接收指令，簡單沒有溝通障礙,4,4,4,3,"熱帶雨林, 濕地, 草原, 沙漠, 珊瑚礁",3,4,廣告宣導,4,3,腳踏車,2,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 如何讓我支持的公司更環保, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論",True,True,False,True,False,True,True,True,False,True,True,True,False,True,,每月99台幣,4,4,4,4,購買力的多寡,
lNR8dV,8Z6R7z,2023-10-19 06:08:55,我同意我的回答做為研究和設計使用,True,魚,國立成功大學 National Cheng Kung University (NCKU),,學士,電機系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,5,5,義美,5,5,5,1,有,有不良紀錄,1,5,1,3,5,沒有,無,股市基金。年化回報 5-15%,1,5,1,1,5,5,5,5,"老師, 教練, 夥伴, 助手, 朋友, 幫手, 導師",,5,問問題,5,5,5,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",1,4,我自己,5,1,腳踏車,0,沒有,1,"買東西先了解我吃的動物性食品，動物的生活環境, 如何讓我支持的公司更環保",False,False,False,False,False,False,False,False,False,False,True,True,False,False,,如果免費的話我會用它,5,5,5,5,很難,
oAO8M5,z7G1PM,2023-10-19 06:08:58,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,學士,生物科技與產業科學,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,4,無,3,1,4,1,有,味全,4,5,5,5,5,沒有,無,股市基金。年化回報 5-15%,4,2,2,3,4,2,4,2,"老師, 助手, 幫手, 導師, 教練, 夥伴, 朋友",,3,準確問他問題,4,4,4,4,"熱帶雨林, 濕地, 珊瑚礁, 沙漠, 草原",4,4,暖化,4,4,"火車, 腳踏車",1,沒有,2,"投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,False,False,True,False,True,False,False,True,False,False,False,False,False,,如果免費的話我會用它,4,3,3,4,抵制,
ZdJbaA,2KlD0D,2023-10-19 06:09:06,我同意我的回答做為研究和設計使用,True,獅子,國立成功大學 National Cheng Kung University (NCKU),,學士,交管,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4,3,4,統一,5,3,3,2,有,味全,2,4,4,4,4,有,還可以,股市基金。年化回報 5-15%,2,4,2,3,3,3,5,5,"朋友, 夥伴, 老師, 導師, 助手, 教練, 幫手",,3,問學業問題,4,4,3,3,"沙漠, 草原, 珊瑚礁, 熱帶雨林, 濕地",2,3,無,4,3,走路,2,有,4,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4,3,5,5,抵制產品,
rlE8Pp,ExZN9B,2023-10-19 06:10:27,我同意我的回答做為研究和設計使用,True,雞,國立成功大學 National Cheng Kung University (NCKU),,學士,電機工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,2,3,無,3,3,3,3,沒有,,3,4,5,4,4,沒有,無,政府債券。年化回報 2-3%,3,4,4,2,1,5,1,1,"助手, 幫手, 夥伴, 導師, 老師, 教練, 朋友",,1,問問題,3,4,3,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,3,親友,3,3,腳踏車,0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,False,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,3,3,3,3,發表演講,
oAO8Bb,6ZWpbJ,2023-10-19 06:13:44,我同意我的回答做為研究和設計使用,True,孔雀,國立成功大學 National Cheng Kung University (NCKU),,學士,物理治療系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,3,2,5,綠主張,5,5,4,2,有,販賣地溝油，黑心公司,3,4,2,3,1,有,投資自己的能力,ESG環保投資基金。年化回報 2-7%,4,3,1,4,5,4,5,4,"幫手, 老師, 助手, 導師, 教練, 夥伴, 朋友",,3,有效率的，AI不會答非所問,5,5,5,3,"珊瑚礁, 熱帶雨林, 沙漠, 濕地, 草原",2,3,我以後的小孩,4,2,"走路, 腳踏車, 火車",0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,True,True,True,False,True,False,True,False,True,False,True,False,True,,如果免費的話我會用它,3,2,5,5,在選擇入職就業公司的時候，除了薪資待遇外還考慮公司的政策,ENFP
dYPJdD,jlJkNQ,2023-10-19 06:14:13,我同意我的回答做為研究和設計使用,True,🐴,國立成功大學 National Cheng Kung University (NCKU),,學士,水利工程,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,3,1,4,全聯,5,4,5,1,有,地溝油重製,4,5,4,5,4,有,定期定存,股市基金。年化回報 5-15%,3,3,4,3,4,2,4,4,"助手, 老師, 幫手, 導師, 教練, 夥伴, 朋友",,5,直來直往的問答,5,5,4,5,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,3,澳洲森林大火,4,3,"走路, 腳踏車, 機車",0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 用社交網絡認識其他環保的同學, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",True,True,True,True,True,True,False,False,True,False,True,True,False,False,,如果免費的話我會用它,2,4,5,5,不太清楚,INTJ
0EPqGZ,VzbDJa,2023-10-19 06:16:03,我同意我的回答做為研究和設計使用,True,馬,國立成功大學 National Cheng Kung University (NCKU),,學士,工業設計,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,5,3,3,全聯,3,3,4,1,沒有,,3,5,2,3,2,沒有,無,股市基金。年化回報 5-15%,3,4,3,2,3,4,2,4,"幫手, 助手, 導師, 老師, 夥伴, 教練, 朋友",,4,訊息,3,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,2,氣候溫度上升,4,3,機車,0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前比較公司的環保表現",False,False,False,False,False,True,False,False,False,False,False,True,False,True,,每月99台幣,3,3,4,3,消費習慣,ENFP
pLVYpP,7NaMo6,2023-10-19 06:19:10,我同意我的回答做為研究和設計使用,True,麻雀,國立成功大學 National Cheng Kung University (NCKU),,學士,歷史系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,義美,4,3,2,2,有,味全 地溝油,4,2,3,3,3,沒有,無,ESG環保投資基金。年化回報 2-7%,3,3,2,2,4,3,1,2,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,1,沒有,4,3,4,3,"沙漠, 草原, 濕地, 熱帶雨林, 珊瑚礁",2,2,油價波動,3,4,摩托車,0,沒有,1,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們",True,False,True,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2,3,4,2,消費,
1rEQab,VzbDYN,2023-10-19 06:21:06,我同意我的回答做為研究和設計使用,True,Frog ,國立成功大學 National Cheng Kung University (NCKU),,碩士,Material ,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3,1,4,有,5,5,3,1,有,食安問題,5,5,3,3,5,有,不錯,股市基金。年化回報 5-15%,5,4,3,2,2,4,2,3,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,5,喜歡,5,5,5,3,"珊瑚礁, 濕地, 沙漠, 草原, 熱帶雨林",4,2,朋友,5,5,機車,2,有,4,如何讓我支持的公司更環保,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,如果免費的話我會用它,4,3,5,5,研究,INFJ
RzLqQv,g9JvAK,2023-10-19 06:21:47,我同意我的回答做為研究和設計使用,True,帝王蟹,國立成功大學 National Cheng Kung University (NCKU),,學士,藥學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,1,5,義美,3,2,2,2,沒有,,5,2,4,4,4,沒有,無,政府債券。年化回報 2-3%,4,4,5,2,1,4,2,3,"助手, 幫手, 夥伴, 老師, 導師, 教練, 朋友",,4,聊天,3,5,4,4,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",3,4,高中老師：邱廷熙 ig:ogison2000,4,4,腳踏車,2,沒有,1,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4,3,4,4,購物選擇,
Al8MWD,z7GLja,2023-10-19 06:21:49,我同意我的回答做為研究和設計使用,True,Wolf,國立成功大學 National Cheng Kung University (NCKU),,學士,Civil engineering ,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,2,2,4,義美,4,3,2,1,沒有,,5,4,4,4,3,沒有,無,股市基金。年化回報 5-15%,1,4,2,4,2,5,2,2,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",工具,1,下達明確指令，得到精確資訊,5,4,4,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4,3,心情,3,2,"機車, 走路, 腳踏車, 公車",0,有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 如何讓我支持的公司更環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",True,True,False,False,False,True,False,False,False,False,True,False,False,False,,如果免費的話我會用它,3,4,5,3,消費習慣,
eBEWLJ,97RMgY,2023-10-19 06:32:54,我同意我的回答做為研究和設計使用,True,貓,國立成功大學 National Cheng Kung University (NCKU),,學士,外國語文學系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3,2,3,Except味全 I guess? Lol,4,3,3,1,有,他們在台灣地溝油事件後還是不停透過新穎的包裝試圖矇騙消費者的眼睛，觀感很不好,4,3,4,2,4,沒有,沒有,ESG環保投資基金。年化回報 2-7%,2,4,2,2,4,3,3,4,"助手, 幫手, 夥伴, 老師, 教練, 導師, 朋友",,2,Ask them to help me with my assignments (our conversation usually starts with: write a ... in accordance with the requirement below),3,4,3,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2,3,My kindergarten taught me a lot of knowledge about eco-friendly ,4,3,機車,1,沒有,4,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,3,3,4,4,I have no idea,ISFP
9dlA1E,vPJd7D,2023-10-19 06:36:21,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,學士,交通管理科學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,4,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,5,5,3,Innova disc,5,4,5,1,沒有,,5,5,3,4,2,有,愛情事業,房地產投資信託。年化回報 2-7%,4,4,1,3,3,4,3,4,"導師, 老師, 助手, 幫手, 教練, 夥伴, 朋友",,5,提問,4,5,5,3,"熱帶雨林, 濕地, 珊瑚礁, 沙漠, 草原",3,4,家人,5,5,腳踏車,4,沒有,4,"用社交網絡認識其他環保的同學, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,False,True,False,False,False,True,False,False,False,True,False,,如果免費的話我會用它,2,4,5,2,很難 基本上沒辦法,
eBEWGq,z7GLpg,2023-10-19 06:38:58,我同意我的回答做為研究和設計使用,True,蛇,國立成功大學 National Cheng Kung University (NCKU),,學士,歷史學系,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,沓沓吃飯,5,3,4,2,有,該公司有食安問題,5,5,3,4,2,有,還行,政府債券。年化回報 2-3%,4,5,1,2,3,4,2,2,"導師, 朋友, 助手, 夥伴, 幫手, 老師, 教練",,4,我問他答,5,4,4,4,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",4,2,海龜,4,4,摩托車,0,沒有,4,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論",False,True,True,True,False,False,False,True,False,False,False,False,False,False,,每月49台幣,4,4,5,4,消費者,
PA0ZVe,xJRv9d,2023-10-19 06:39:21,我同意我的回答做為研究和設計使用,True,狼,國立成功大學 National Cheng Kung University (NCKU),,碩士,材料系,我還在就讀！,我是台灣人啊 🇹🇼！,23.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4,4,2,有,4,4,3,2,有,使用不好的原料 或是製造過程有太殘忍的舉動,4,3,4,4,2,有,有賺有賠,股市基金。年化回報 5-15%,2,1,2,3,2,4,2,4,"助手, 幫手, 夥伴, 老師, 朋友, 導師, 教練",,4,問答的方式,4,3,3,2,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",2,2,動植物的死亡,5,4,"走路, 腳踏車, 摩托車",0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",True,True,False,False,False,True,True,True,False,False,True,True,False,False,,每月49台幣,3,4,4,3,無,ISFJ
J20vrJ,ExZMj2,2023-10-19 06:40:42,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,學士,歷史系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1,1,3,Apple,4,3,3,1,有,因為味全以前使用黑心油所以再也不買他們家的產品,4,3,4,3,2,沒有,無,股市基金。年化回報 5-15%,3,5,2,3,3,3,1,1,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師",,3,我個人沒有使用AI的習慣，但我會希望能夠用語言溝通,4,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,2,珊瑚,3,4,"摩托車, 走路, 腳踏車",1,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分",True,False,True,False,False,True,False,True,False,True,False,True,False,False,,我不懂AI如何幫助我,2,3,4,3,抵制、遊行、集會討論,INFP
eBEW1x,JOeozo,2023-10-19 06:43:39,我同意我的回答做為研究和設計使用,True,貓,國立成功大學 National Cheng Kung University (NCKU),,學士,建築系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,無,4,3,3,1,沒有,,3,3,1,4,3,沒有,無,股市基金。年化回報 5-15%,2,3,3,3,2,3,1,4,"助手, 幫手, 夥伴, 朋友, 教練, 導師, 老師",,4,下指令,5,4,4,2,"熱帶雨林, 珊瑚礁, 濕地, 沙漠, 草原",3,2,學校,3,3,腳踏車,2,沒有,4,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前比較公司的環保表現",False,False,False,False,False,True,False,False,False,False,False,False,False,True,,每月49台幣,2,3,5,5,抵制消費,INTP
EP0742,97R4QQ,2023-10-19 06:44:35,我同意我的回答做為研究和設計使用,True,狐狸,國立成功大學 National Cheng Kung University (NCKU),,學士,建築系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,4,Apple ,4,2,3,2,沒有,,4,5,2,2,2,沒有,沒有,政府債券。年化回報 2-3%,2,5,5,2,2,5,1,1,"朋友, 幫手, 助手, 夥伴, 導師, 教練, 老師",,5,聊天,3,2,2,2,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",2,2,新聞媒體/使用環保杯可以折扣的店家,3,2,腳踏車,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,False,False,False,False,False,True,False,False,False,False,False,False,False,,每月99台幣,4,2,4,4,消費,INFP
