Submission ID,Submitted at,選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2023年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）
pLWZ21,2023-10-20 07:23:31,熊貓,國立東華大學 National Dong Hwa University (NDHU),學士,企業管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,23,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,5,3,3,無,5,3,4,2,沒有,,4,3,3,3,2,有,沒什麼起伏,股市基金。年化回報 5-15%,1,4,2,4,4,3,3,4,"助手, 教練, 幫手, 夥伴, 老師, 導師, 朋友",,4,闡明大綱概要,5,3,4,4,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",4,3,動物,4,3,機車,0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",True,False,False,False,False,True,True,True,False,False,True,True,False,False,,每月49台幣,3,3,4,4,提供論文,無,阿嬤掛掉,mentor,
xdygYJ,2023-10-20 07:28:19,Hamster ,國立臺灣師範大學 National Taiwan Normal University (NTNU),碩士,科學教育所,我還在就讀！,我是台灣人啊 🇹🇼！,24,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3,1,4,沒有特定,4,4,3,1,有,食安問題,5,4,3,3,2,沒有,無 下題亂選的,股市基金。年化回報 5-15%,3,4,3,3,2,4,2,3,"助手, 教練, 幫手, 夥伴, 導師, 老師, 朋友",,3,提問疑問而已,4,5,5,3,"珊瑚礁, 濕地, 熱帶雨林, 沙漠, 草原",4,3,綠能相關媒體,4,4,汽車,0,沒有,4,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,True,False,False,False,True,False,False,False,False,,每月99台幣,4,4,4,4, 學生能力影響未來公司表現,熱音,,,
MAYgbX,2023-10-20 07:47:02,狗,國立東華大學 National Dong Hwa University (NDHU),碩士,資訊工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,22,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,1,無,2,4,2,1,沒有,,1,4,4,4,2,有,股票,股市基金。年化回報 5-15%,2,4,3,3,1,4,5,4,"導師, 助手, 幫手, 老師, 朋友, 教練, 夥伴",,1,文字,1,3,4,2,"熱帶雨林, 濕地, 珊瑚礁, 沙漠, 草原",3,1,碳排放,3,1,"摩托車, 腳踏車",2,沒有,1,"如何讓我支持的公司更環保, 用社交網絡認識其他環保的同學, 投資前查看AI摘要的消費者對公司環保的評論, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,False,False,True,True,True,False,False,False,False,True,False,False,False,,如果免費的話我會用它,3,2,1,4,加班,,,,ESTJ
aBEy6q,2023-10-20 07:49:56,龍人,國立東華大學 National Dong Hwa University (NDHU),碩士,CSIE,我還在就讀！,我是台灣人啊 🇹🇼！,22,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5,3,4,遊戲橘子,4,4,3,3,有,因為坑錢,4,5,1,1,5,有,楓之谷bank 會使我快樂,加密貨幣。高度變動性，每年最高可達 50% 或更多,3,4,4,4,4,4,5,5,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,5,寫coding,2,5,4,4,"沙漠, 珊瑚礁, 熱帶雨林, 草原, 濕地",2,3,錢，楓之谷,3,3,"機車, 走路",2,有,3,"跟我的AI幫手討論環保問題, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",False,False,False,False,False,False,True,False,True,False,True,False,False,False,,如果免費的話我會用它,3,4,4,3,抵制消費遊戲橘子,沒有,窮,窮,
ylvGkx,2023-10-20 08:00:04,樹懶,國立東華大學 National Dong Hwa University (NDHU),學士,材料與工程學系,我還在就讀！,我是台灣人啊 🇹🇼！,19,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,3,義美,4,3,3,1,有,味全地溝油,4,3,4,5,4,沒有,0,政府債券。年化回報 2-3%,3,4,2,4,4,4,3,4,"導師, 老師, 幫手, 朋友, 助手, 夥伴, 教練",,5,打字,4,5,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,網路影片,3,4,"腳踏車, 機車, 走路",0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",True,True,True,True,False,False,False,False,True,True,True,False,False,True,,如果免費的話我會用它,3,4,4,5,製造網路輿論,生存遊戲社,台海戰爭,,ESFP
42vqgo,2023-10-20 08:12:48,狗,國立東華大學 National Dong Hwa University (NDHU),碩士,電機,我還在就讀！,我是台灣人啊 🇹🇼！,23,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,5,3,愛迪達 三星,5,1,4,1,沒有,,3,5,4,4,5,沒有,無,股市基金。年化回報 5-15%,2,1,3,1,4,3,3,3,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,4,聽懂我的指令,3,4,2,1,"沙漠, 珊瑚礁, 草原, 濕地, 熱帶雨林",2,2,錢,2,1,"機車, 走路, 腳踏車",0,沒有,2,"買東西先了解我吃的動物性食品，動物的生活環境, 老實說我對任何環保資訊都沒有太多興趣, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,False,False,False,False,False,False,True,True,False,,如果免費的話我會用它,3,3,4,3,不購買,戲劇社,畢不了業,錢,不知道
MAYqKY,2023-10-20 08:16:13,狗,國立東華大學 National Dong Hwa University (NDHU),學士,管財,我還在就讀！,我是台灣人啊 🇹🇼！,19,2,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,1,1,1,無,3,3,3,1,沒有,,4,4,5,5,3,沒有,無,ESG環保投資基金。年化回報 2-7%,4,1,1,1,1,1,3,3,"助手, 幫手, 老師, 導師, 夥伴, 教練, 朋友",,1,像chat gpt,5,5,4,3,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",2,3,No,3,2,摩托車,0,沒有,2,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,2,2,2,3,不知道,無,,,
ylvRxX,2023-10-20 08:25:58,人,國立東華大學 National Dong Hwa University (NDHU),碩士,電機,我還在就讀！,我是台灣人啊 🇹🇼！,23,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,3,3,有,3,3,3,1,有,觸碰底線,3,3,3,3,3,沒有,無,政府債券。年化回報 2-3%,3,3,3,3,3,3,3,3,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",工具,3,啟動,3,5,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,3,地球,3,3,"走路, 機車",0,沒有,3,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,我不懂AI如何幫助我,3,3,3,3,消費,,,,
oAdQYO,2023-10-20 08:34:31,臘腸狗,國立東華大學 National Dong Hwa University (NDHU),學士,華文系,我還在就讀！,我是台灣人啊 🇹🇼！,20,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1,1,4,無,3,3,3,1,有,不環保 壓榨員工,4,4,3,3,2,沒有,無,ESG環保投資基金。年化回報 2-7%,5,4,4,2,2,4,1,3,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,4,（不好意思，不太理解這題在問什麼）,4,5,5,3,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",3,3,網路,4,4,"腳踏車, 走路",0,沒有,3,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 用社交網絡認識其他環保的同學, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",False,True,True,False,True,True,True,False,False,True,True,False,False,True,,每月49台幣,3,4,5,3,不確定是否真的有影響力,,,,INFJ
NAYQZ0,2023-10-20 08:35:46,無尾熊,國立東華大學 National Dong Hwa University (NDHU),學士,教育與潛能開發學系,我還在就讀！,我是台灣人啊 🇹🇼！,19,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,4,3,3,沒有特別關注,4,4,5,2,有,食安出問題,4,3,3,3,3,有,基金、定存，都有一點利率回收,股市基金。年化回報 5-15%,2,4,4,1,2,5,5,3,"幫手, 助手, 教練, 夥伴, 朋友, 老師, 導師",,4,請他幫我解答問題,4,4,3,1,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,3,政策,4,2,"走路, 腳踏車",0,沒有,3,"買東西先查看公司工人的員工福利多好, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,False,True,True,False,True,True,False,False,True,False,True,False,False,,每月99台幣,3,3,4,4,消費選擇,,,,"INFJ, ISFP, INFP"
VZYBjv,2023-10-20 08:39:30,柴犬,國立東華大學 National Dong Hwa University (NDHU),學士,法律,我還在就讀！,我是台灣人啊 🇹🇼！,22,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,4,2,4,REEBOK ,3,3,3,2,有,食安,2,4,4,5,3,有,小賺,股市基金。年化回報 5-15%,3,3,3,2,2,4,3,3,"朋友, 教練, 夥伴, 幫手, 助手, 老師, 導師",,4,關於知識,4,5,5,2,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",4,4,國小班導,4,4,腳踏車,0,沒有,2,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品",True,False,False,False,False,True,False,True,False,False,False,False,False,False,,每月99台幣,4,3,4,4,減塑,運動搏擊社,,,
pLW9jV,2023-10-20 08:44:07,鴨子,國立東華大學 National Dong Hwa University (NDHU),學士,材料系,我還在就讀！,我是台灣人啊 🇹🇼！,19,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,1,2,沒有特別研究,4,3,3,1,沒有,,4,4,2,4,4,沒有,0,股市基金。年化回報 5-15%,3,2,3,2,3,4,4,4,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,5,問答方式,5,5,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,動物的遭遇,4,4,摩托車,0,有,5,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前比較公司的環保表現, 投資前查看公司的環保認證和生態評分, 投資前查看AI摘要的消費者對公司環保的評論, 買東西先尋找有機產品, 跟我的AI幫手討論環保問題",False,False,False,True,False,True,False,True,True,True,False,False,False,True,,如果免費的話我會用它,3,3,4,4,自媒體的影響力,,,,ESFJ
rlLbGR,2023-10-20 08:44:51,狼,國立東華大學 National Dong Hwa University (NDHU),學士,資訊管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,21,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,5,5,3,無,5,3,5,1,沒有,,5,3,4,3,3,沒有,無,加密貨幣。高度變動性，每年最高可達 50% 或更多,4,4,3,4,1,3,5,4,"朋友, 導師, 老師, 教練, 夥伴, 幫手, 助手",,5,朋友那樣的溝通,4,4,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,3,生活上的感覺,3,3,機車,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分",True,False,False,False,False,True,False,False,False,True,False,True,False,False,,每月49台幣,3,3,3,3,參與演講,,,,"ISFJ, ESFJ"
QAYNd1,2023-10-20 09:48:33,企鵝,國立東華大學 National Dong Hwa University (NDHU),學士,資訊管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,21,3,價格：700 台幣 / 公斤。強迫勞工的概率：2%,5,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,5,5,4,迪士尼,4,3,5,2,沒有,,1,4,1,1,5,有,創業開店、玩過股票,股市基金。年化回報 5-15%,3,3,3,3,5,3,5,5,"助手, 幫手, 導師, 教練, 老師, 夥伴, 朋友",,3,問他問題,5,5,4,3,"沙漠, 熱帶雨林, 珊瑚礁, 濕地, 草原",3,2,氣候變遷,5,2,"其他, 腳踏車",0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 老實說我對任何環保資訊都沒有太多興趣, 跟我的AI幫手討論環保問題, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",True,True,True,True,False,True,True,True,True,True,True,True,True,True,,每月199台幣,4,4,5,5,組成團體組織如學生會,,,,
EPDO5B,2023-10-20 10:18:02,烏龜,國立東華大學 National Dong Hwa University (NDHU),學士,資管,我還在就讀！,我是台灣人啊 🇹🇼！,22,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,3,3,沒有,5,3,2,1,沒有,,4,5,4,5,3,沒有,沒有,股市基金。年化回報 5-15%,2,2,4,2,4,4,3,2,"助手, 幫手, 朋友, 夥伴, 老師, 導師, 教練",,2,問問題,3,4,3,2,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,父親,2,2,"腳踏車, 走路",0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們",True,False,False,False,False,True,False,False,False,False,False,False,False,False,,我不懂AI如何幫助我,2,2,4,4,減少購買,,,,
dYjp6A,2023-10-20 10:24:30,海膽,國立東華大學 National Dong Hwa University (NDHU),碩士,CSIE,我還在就讀！,我是台灣人啊 🇹🇼！,22,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4,5,4,Google,5,3,5,1,有,黑心,5,5,1,1,5,有,勝率65%,股市基金。年化回報 5-15%,3,2,1,3,5,4,4,3,"老師, 教練, 導師, 夥伴, 助手, 幫手, 朋友",,2,詢問問題,4,4,4,3,"熱帶雨林, 珊瑚礁, 濕地, 草原, 沙漠",3,3,家人,3,4,"走路, 腳踏車, 火車, 機車",0,有,2,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 投資前比較公司的環保表現, 投資前查看公司的環保認證和生態評分",False,True,True,False,False,False,False,False,False,True,False,False,False,True,,每月99台幣,3,2,4,4,社團，學生團體,,,,ENFJ
jBWArE,2023-10-20 10:26:30,狗,國立東華大學 National Dong Hwa University (NDHU),學士,教育與潛能開發學系,我還在就讀！,我是台灣人啊 🇹🇼！,19,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,4,有,5,3,2,1,沒有,,4,4,2,4,2,沒有,無,ESG環保投資基金。年化回報 2-7%,2,2,5,1,1,5,1,1,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師",,3,朋友一樣的相處,4,2,2,5,"珊瑚礁, 熱帶雨林, 沙漠, 濕地, 草原",3,3,自己對於社會的看法,5,5,"腳踏車, 機車",0,沒有,4,"買東西先尋找有機產品, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,False,False,True,False,False,False,False,False,False,,每月299台幣,4,5,5,4,遊行,,,,INFJ
OAY6gK,2023-10-20 11:12:29,Cat,國立東華大學 National Dong Hwa University (NDHU),碩士,教育行政與管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,23,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,1,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,2,No,4,3,1,1,沒有,,5,5,5,5,2,沒有,No,股市基金。年化回報 5-15%,3,1,4,1,1,5,3,3,"導師, 老師, 教練, 幫手, 助手, 夥伴, 朋友",,5,喜歡,4,4,3,1,"珊瑚礁, 沙漠, 熱帶雨林, 草原, 濕地",3,1,生活的便利性,3,2,"機車, 腳踏車, 火車, 公車, 客運, 走路",0,沒有,3,買東西先尋找有機產品,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,如果免費的話我會用它,3,2,4,3,抗議,無, 電力問題,無,ISFJ
9dveRE,2023-10-20 11:17:52,拉布拉多,國立成功大學 National Cheng Kung University (NCKU),碩士,電機系,我還在就讀！,我是台灣人啊 🇹🇼！,24,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1,1,2,無,4,1,3,2,沒有,,4,4,3,3,2,有,crypto,加密貨幣。高度變動性，每年最高可達 50% 或更多,1,3,2,4,1,4,2,3,"幫手, 助手, 夥伴, 導師, 老師, 朋友, 教練",,1,打字,4,5,5,4,"濕地, 珊瑚礁, 熱帶雨林, 沙漠, 草原",3,2,氣候變遷,3,1,機車,0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,False,False,True,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3,4,5,3,沒什麼影響,,,,
GrDNBO,2023-10-20 12:26:25,羊,國立成功大學 National Cheng Kung University (NCKU),學士,土木工程,我還在就讀！,我是台灣人啊 🇹🇼！,20,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3,3,3,無,2,2,2,2,沒有,,4,4,2,2,1,沒有,無,股市基金。年化回報 5-15%,2,2,2,2,4,3,2,4,"助手, 幫手, 夥伴, 教練, 朋友, 導師, 老師",,4,文字聊天,4,4,4,2,"珊瑚礁, 沙漠, 濕地, 熱帶雨林, 草原",2,3,母親,4,3,腳踏車,2,沒有,3,"跟我的AI幫手討論環保問題, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,False,False,False,True,False,False,False,False,False,,每月49台幣,3,4,4,4,不容易,,,,
zKJpoa,2023-10-20 12:32:33,貓,國立東華大學 National Dong Hwa University (NDHU),學士,國際企業,我還在就讀！,我是台灣人啊 🇹🇼！,18,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,4,好像沒有,4,4,2,1,有,有不人道的做法鬧上新聞,4,5,4,4,4,沒有,目前無,股市基金。年化回報 5-15%,2,4,4,2,2,4,2,2,"助手, 幫手, 老師, 教練, 導師, 朋友, 夥伴",,2,沒有很想要和AI溝通😣,5,4,4,2,"珊瑚礁, 熱帶雨林, 沙漠, 濕地, 草原",3,4,網路關於環保的影片,4,2,"火車, 腳踏車, 走路, 公車, 摩托車",0,沒有,3,"每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前查看公司的環保認證和生態評分, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,True,True,False,False,True,False,True,False,False,,每月199台幣,4,4,5,5,網路論壇的討論、揭發或抵制,,,,ISFJ
qbK5Wg,2023-10-20 13:14:40,無尾熊,國立東華大學 National Dong Hwa University (NDHU),學士,資訊管理學系,我還在就讀！,我是台灣人啊 🇹🇼！,21,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,5,5,3,無,5,1,5,1,沒有,,3,5,3,5,3,有,股市,股市基金。年化回報 5-15%,3,1,1,3,1,5,3,3,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,5,打字,3,3,5,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,3,新聞媒體,5,3,"腳踏車, 摩托車",0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論",False,False,False,True,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,5,5,5,5,創造輿論,,,,ISFJ
