Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳是哪裡的？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）,有意見（選填）？
9dW5WE,LP50By,2023-10-17 13:33:03,我同意我的回答做為研究和設計使用,True,刺蝟,國立屏東科技大學 National Pingtung University of Science and Technology (NPUST),,學士,動物科學與畜產保健,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,1.0,4.0,環保標章,4.0,3.0,4.0,5.0,沒有,,3.0,3.0,3.0,3.0,4.0,沒有,無,股市基金。年化回報 5-15%,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,"助手, 幫手, 教練, 老師, 導師, 夥伴, 朋友",,2.0,聊天,4.0,4.0,3.0,4.0,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3.0,3.0,電視,4.0,3.0,"走路, 機車, 客運",0.0,有,3.0,"買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 用社交網絡認識其他環保的同學",False,False,True,True,True,False,True,False,False,False,False,True,False,False,,如果免費的話我會用它,3.0,3.0,4.0,5.0,社群媒體,,,,ISFJ,
kYyxD1,d9Ql6V,2023-10-17 13:46:42,我同意我的回答做為研究和設計使用,True,白熊,國立成功大學 National Cheng Kung University (NCKU),,學士,心理系,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,1.0,3.0,無特別選擇,4.0,3.0,3.0,1.0,有,食安問題,4.0,4.0,3.0,3.0,3.0,有,股票、基金,股市基金。年化回報 5-15%,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,"助手, 幫手, 夥伴, 教練, 老師, 導師, 朋友",,3.0,回答我想知道的疑問或快速提供我知識盲區的相關資訊,3.0,4.0,3.0,2.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,2.0,身邊沒有特別關心的人,4.0,4.0,"腳踏車, 走路, 客運",2.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先尋找有機產品, 投資前比較公司的環保表現",True,False,False,False,False,False,False,True,False,False,False,False,False,True,,如果免費的話我會用它,3.0,3.0,4.0,4.0,對工作的選擇、平時的消費、對相關議題進行研究,漫畫社,因為會過敏不喜歡吹冷氣，擔心以後會熱到不吹冷氣活不下去,,,
J26xLX,yJexjg,2023-10-17 13:52:02,我同意我的回答做為研究和設計使用,True,個性像狗狗,"國立臺灣科技大學 National Taiwan University of Science and Technology (TaiwanTech, NTUST)",,學士,工業設計,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,4.0,1.0,有,5.0,1.0,1.0,1.0,有,食安 黑心公司,2.0,4.0,2.0,3.0,2.0,有,股票,股市基金。年化回報 5-15%,1.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,"助手, 幫手, 教練, 夥伴, 老師, 導師, 朋友",,1.0,簡潔二要,2.0,3.0,2.0,2.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,2.0,畢業製作會認識更多的環保現況,3.0,1.0,"腳踏車, 走路, 公車",2.0,沒有,4.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2.0,1.0,5.0,2.0,以消費篩選,熱舞,,,,
5dzgRb,0eovkj,2023-10-17 14:07:47,我同意我的回答做為研究和設計使用,True,麝香貓,國立成功大學 National Cheng Kung University (NCKU),,學士,資訊工程,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,4.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,2.0,4.0,1.0,MUJI,2.0,4.0,3.0,5.0,沒有,,3.0,5.0,2.0,2.0,1.0,沒有,還好,政府債券。年化回報 2-3%,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,"助手, 朋友, 導師, 幫手, 夥伴, 老師, 教練",,2.0,命令句,5.0,4.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",4.0,2.0,沒有,2.0,2.0,機車,2.0,沒有,2.0,買東西先查看產品的運輸距離（是不是當地食品）,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,如果免費的話我會用它,1.0,2.0,3.0,3.0,抗議,,,,ENTP,
6d7G1O,kNOWqd,2023-10-17 14:15:52,我同意我的回答做為研究和設計使用,True,熊寶寶,輔仁大學 Fu Jen Catholic University (FJU),,學士,法律系,我已經畢業了啦！,我是台灣人啊 🇹🇼！,,24.0,1.0,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,4.0,5.0,3.0,無,3.0,2.0,5.0,1.0,有,違反道德,5.0,4.0,3.0,2.0,3.0,有,普通,股市基金。年化回報 5-15%,3.0,4.0,5.0,5.0,2.0,2.0,1.0,3.0,"幫手, 教練, 老師, 助手, 導師, 夥伴, 朋友",,4.0,聊什麼都好,4.0,4.0,3.0,3.0,"熱帶雨林, 珊瑚礁, 濕地, 沙漠, 草原",2.0,2.0,政府,3.0,3.0,"走路, 公車, 摩托車, 汽車, 捷運",20.0,有,2.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,True,False,False,False,True,False,False,False,False,False,True,False,False,,每月99台幣,2.0,3.0,4.0,3.0,不知道,,,,ENTJ,
VZ0Xvl,8Zj87r,2023-10-17 14:17:38,我同意我的回答做為研究和設計使用,True,鴨嘴獸,國立臺北大學 National Taipei University (NTPU),,學士,經濟學系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,2.0,蘋果,4.0,3.0,4.0,3.0,沒有,,4.0,4.0,3.0,3.0,3.0,沒有,目前沒有,ESG環保投資基金。年化回報 2-7%,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,"幫手, 助手, 夥伴, 朋友, 導師, 老師, 教練",,3.0,單純讓他擴展我寫的話，或提供點子,5.0,4.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3.0,2.0,看到的東西,4.0,4.0,"走路, 腳踏車",2.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現",True,True,False,True,False,False,False,False,False,False,False,False,False,True,,我不懂AI如何幫助我,3.0,3.0,4.0,4.0,消費行為,GDSC,,,ENTP,
KM6rKM,Vzo98j,2023-10-17 15:05:36,我同意我的回答做為研究和設計使用,True,一半狗一半貓,國立成功大學 National Cheng Kung University (NCKU),,碩士,資源工程所,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,3.0,4.0,還沒有,4.0,4.0,4.0,1.0,有,味全是爛公司,4.0,5.0,4.0,4.0,3.0,沒有,幾乎沒有,ESG環保投資基金。年化回報 2-7%,3.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,1.0,還好,2.0,4.0,3.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,3.0,動物們,4.0,3.0,"公車, 摩托車",6.0,沒有,4.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,True,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,4.0,4.0,4.0,4.0,從選擇哪一間公司就業應該多多少少能影響 吧,羽球隊,,,ENFJ,
ZdN71o,Pz8v55,2023-10-17 15:34:53,我同意我的回答做為研究和設計使用,True,貓,"國立臺灣科技大學 National Taiwan University of Science and Technology (TaiwanTech, NTUST)",,學士,工業設計,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVNLyN,Q78z9G,2023-10-17 16:19:07,我同意我的回答做為研究和設計使用,True,青蛙,國立成功大學 National Cheng Kung University (NCKU),,學士,中國文學系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3.0,3.0,3.0,Innisfree,4.0,3.0,3.0,2.0,沒有,,3.0,3.0,3.0,2.0,2.0,沒有,無,股市基金。年化回報 5-15%,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,"助手, 幫手, 夥伴, 朋友, 導師, 老師, 教練",,3.0,訊息聊天就可以了,5.0,4.0,4.0,2.0,"熱帶雨林, 濕地, 珊瑚礁, 沙漠, 草原",3.0,2.0,我親近的朋友,4.0,3.0,機車,1.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保",False,True,False,True,False,True,True,False,False,True,True,True,False,True,,如果免費的話我會用它,3.0,3.0,5.0,4.0,很多大學會有產學合作課程，公司在招募人才的時候應該也希望聽到年輕人對現當代行業的想法，所以我認為本來就會有一定的影響！,英語演說社、騎射協會、閱讀行動社,,老師、演講,ENFP,辛苦了！
OAA1Vk,2KORK9,2023-10-17 17:23:46,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,學士,物理系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,2.0,3.0,光泉,4.0,2.0,2.0,1.0,沒有,,3.0,4.0,3.0,2.0,3.0,有,股票 加密貨幣 ,股市基金。年化回報 5-15%,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,"助手, 幫手, 夥伴, 老師, 教練, 導師, 朋友",,4.0,聊天 打code,4.0,3.0,2.0,4.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",4.0,2.0,朋友,3.0,4.0,摩托車,2.0,沒有,2.0,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 跟我的AI幫手討論環保問題",False,False,True,True,False,True,True,True,True,True,False,False,False,False,,如果免費的話我會用它,4.0,3.0,4.0,4.0,加入公司,Cul 登大人,,,INTP,
rllae2,Bx8l41,2023-10-17 18:54:09,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,學士,資訊工程,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,2.0,1.0,3.0,LEGO,4.0,3.0,4.0,1.0,有,他們曾經發生過的一些爭議,5.0,5.0,4.0,4.0,3.0,沒有,正要嘗試,ESG環保投資基金。年化回報 2-7%,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,"老師, 導師, 幫手, 助手, 夥伴, 教練, 朋友",,4.0,正式、不失禮貌,5.0,4.0,3.0,3.0,"濕地, 熱帶雨林, 珊瑚礁, 草原, 沙漠",4.0,3.0,我持有的環保用具,4.0,4.0,"摩托車, 走路, 腳踏車, 機車",0.0,沒有,3.0,"每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,True,True,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,3.0,5.0,4.0,每一次消費就是表達自己支持的理念,塔羅社、單車社、太空推進研究社、嘻哈文化研究社,,,,希望你的畢業論文順利完成！很開心你也支持🇺🇦
7ddPN0,ABWVyN,2023-10-18 01:33:12,我同意我的回答做為研究和設計使用,True,長頸鹿,"國立臺灣科技大學 National Taiwan University of Science and Technology (TaiwanTech, NTUST)",,碩士,設計系,,我是台灣人啊 🇹🇼！,,23.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,,1.0,1.0,2.0,沒有！,5.0,5.0,5.0,,沒有,,3.0,4.0,4.0,4.0,,有,ETF,政府債券。年化回報 2-3%,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jBBv6E,ME8oNA,2023-10-18 03:27:21,我同意我的回答做為研究和設計使用,True,倉鼠,國立成功大學 National Cheng Kung University (NCKU),,學士,資訊工程,我已經畢業了啦！,我是台灣人啊 🇹🇼！,,23.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,3.0,3.0,Cerave,3.0,,2.0,1.0,沒有,,4.0,3.0,,4.0,3.0,有,買股票,股市基金。年化回報 5-15%,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,2.0,沒有特定,4.0,3.0,2.0,4.0,"熱帶雨林, 珊瑚礁, 濕地",3.0,2.0,不知道,3.0,,"腳踏車, 機車",6.0,沒有,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
kYYQYr,ExvqQr,2023-10-18 03:37:46,我同意我的回答做為研究和設計使用,True,大象,國立成功大學 National Cheng Kung University (NCKU),,博士,工業設計所,我還在就讀！,我是台灣人啊 🇹🇼！,,27.0,1.0,價格：700 台幣 / 公斤。強迫勞工的概率：2%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,3.0,2.0,Apivita ,4.0,4.0,5.0,1.0,沒有,,3.0,2.0,3.0,4.0,4.0,有,買基金,股市基金。年化回報 5-15%,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,"助手, 幫手, 夥伴, 朋友, 老師, 教練, 導師",,4.0,透過手機,4.0,5.0,5.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,3.0,氣候變化,4.0,2.0,汽車,1.0,沒有,4.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 跟我的AI幫手討論環保問題",False,True,False,False,False,True,False,False,True,False,False,False,False,False,,如果免費的話我會用它,3.0,4.0,4.0,5.0,多使用環保餐具和產品,,,,,
WAAXbP,N7MrA0,2023-10-18 04:07:05,我同意我的回答做為研究和設計使用,True,鸭子,國立成功大學 National Cheng Kung University (NCKU),,學士,工业设计,我還在就讀！,其他的國家（選擇）,马来西亚,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,5.0,3.0,没有特定的,5.0,3.0,5.0,1.0,沒有,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yllbK6,2K1BXV,2023-10-18 04:37:32,我同意我的回答做為研究和設計使用,True,狗,國立成功大學 National Cheng Kung University (NCKU),,碩士,電機系,我還在就讀！,我是台灣人啊 🇹🇼！,,23.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,2.0,3.0,沒有不信任的品牌,4.0,3.0,3.0,1.0,沒有,,3.0,5.0,3.0,5.0,4.0,有,小賠錢,股市基金。年化回報 5-15%,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,3.0,手機,3.0,4.0,4.0,3.0,"珊瑚礁, 濕地, 沙漠, 草原, 熱帶雨林",3.0,2.0,金錢,3.0,2.0,機車,2.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",True,True,False,True,False,True,True,False,False,True,False,False,False,True,,每月99台幣,2.0,4.0,4.0,3.0,提案,競技啦啦隊、系籃,,,ESFJ,
WAAbPa,W8DrPR,2023-10-18 04:47:50,我同意我的回答做為研究和設計使用,True,鴨嘴獸,國立成功大學 National Cheng Kung University (NCKU),,學士,物理系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,4.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,1.0,1.0,3.0,Nikon,3.0,3.0,2.0,1.0,沒有,,5.0,4.0,4.0,4.0,4.0,有,數個月,股市基金。年化回報 5-15%,1.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,"助手, 幫手, 老師, 教練, 導師, 夥伴, 朋友",,4.0,使用指令或提問,4.0,4.0,4.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,3.0,無,4.0,3.0,"火車, 走路",0.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,False,False,False,False,True,True,False,False,False,False,True,False,False,,如果免費的話我會用它,2.0,2.0,4.0,4.0,結合新技能與想法發展環保相關,,,,,
6dd00J,qRoagY,2023-10-18 04:48:19,我同意我的回答做為研究和設計使用,True,柴犬,國立成功大學 National Cheng Kung University (NCKU),,,會計系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rzzerv,g9YeJ4,2023-10-18 04:48:55,我同意我的回答做為研究和設計使用,True,老鹰,國立成功大學 National Cheng Kung University (NCKU),,碩士,戲劇,我還在就讀！,其他的國家（選擇）,china,23.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4.0,3.0,3.0, adidas,2.0,3.0,3.0,3.0,沒有,,2.0,2.0,3.0,3.0,3.0,有,一般般,股市基金。年化回報 5-15%,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,"助手, 幫手, 教練, 導師, 老師, 夥伴, 朋友",,3.0,聊天,3.0,3.0,4.0,3.0,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3.0,3.0,沒人,3.0,2.0,機車,2.0,有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,True,False,False,False,True,True,False,False,False,False,False,False,False,,如果免費的話我會用它,2.0,3.0,3.0,2.0,沒想法,沒有,擔心沒錢,書籍,不知道,無
GrrE7Q,X41r8Y,2023-10-18 04:52:13,我同意我的回答做為研究和設計使用,True,松鼠,國立成功大學 National Cheng Kung University (NCKU),,學士,物理系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,1.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2.0,3.0,3.0,無,5.0,4.0,3.0,3.0,沒有,,5.0,4.0,4.0,4.0,3.0,沒有,無,股市基金。年化回報 5-15%,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,"幫手, 助手, 老師, 導師, 夥伴, 教練, 朋友",,3.0,直接問問題,4.0,4.0,4.0,2.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,3.0,公眾人物,4.0,4.0,"火車, 捷運, 走路",0.0,沒有,4.0,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,4.0,3.0,4.0,輿論、社交平台影響,無,台海戰爭,,,
5dd0QQ,PzvDGe,2023-10-18 04:55:33,我同意我的回答做為研究和設計使用,True,鳥,國立成功大學 National Cheng Kung University (NCKU),,碩士,系統所,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,3.0,5.0,3.0,沒有,5.0,5.0,1.0,1.0,沒有,,5.0,5.0,5.0,2.0,2.0,沒有,沒有,股市基金。年化回報 5-15%,3.0,3.0,1.0,5.0,3.0,5.0,3.0,3.0,"朋友, 幫手, 教練, 夥伴, 導師, 老師, 助手",,5.0,問問題,5.0,3.0,5.0,5.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,2.0,空氣,5.0,3.0,"摩托車, 機車",0.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分, 跟我的AI幫手討論環保問題",False,True,False,True,False,True,False,False,True,True,False,True,False,False,,如果免費的話我會用它,4.0,1.0,5.0,5.0,多學習,吉他社,,,ENFJ,
VZZ77y,19DkOQ,2023-10-18 05:00:56,我同意我的回答做為研究和設計使用,True,豬,國立成功大學 National Cheng Kung University (NCKU),,學士,企管,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
